% Column 1: Time (Decimal Year)
% Column 2: Sea Level (mm)
% Column 3: Air Pressure (hPa)
% Column 4: Sea Water Temperature (°C)
% Column 5: Relative Humidity (%)
% Column 6: Wind Speed (m/s)
% Column 7: Temperature (°C)
% Column 8: Water Vapour Pressure ()
% Column 9: Total Precipitation (mm)

1992.2917, 6841, 1010.8, 16.2, 49.8, NaN, 15.8, 8.7, 55.4
1992.375, 6799, 1008.6, 18.2, 45.9, NaN, 20.1, 10.8, 5
1992.4583, 6927, 1006, 19.9, 46.9, NaN, 24.7, 14.5, 0
1992.5417, 6851, 1005.7, 22.7, 36.3, NaN, 27.2, 12.6, 0
1992.625, 6898, 1005.6, 24.4, 42.5, NaN, 28.1, 15.7, 0
1992.7083, NaN, 1009.7, 24.1, 35, NaN, 24.4, 10.7, 0
1992.7917, NaN, 1011.8, 22.9, 54.6, NaN, 22.5, 14.6, 21.8
1992.875, NaN, 1013.7, 20.4, 42.6, NaN, 16.2, 8.2, 42.5
1992.9583, NaN, 1016.1, 16.7, 42.8, NaN, 10.2, 5.8, 114.2
1993.0417, NaN, 1018.1, 15.1, 46.2, 0, 10.3, 6, 84.6
1993.125, NaN, 1015.3, 14.6, 44.4, -87.2001, 9.5, 5.4, 71.7
1993.2083, NaN, 1012.7, 15, 44.5, -46.2, 12.5, 6.3, 75.1
1993.2917, NaN, 1010, 16.4, 48.4, -40.4, 16.1, 8.5, 32.5
1993.375, 7163, 1007.7, 17.8, 49.3, -21.3001, 20.1, 11.3, 27.5
1993.4583, NaN, 1007.5, 21.3, 43.7, -5.9001, 25.5, 14.3, 0.4
1993.5417, NaN, 1005.7, 22.7, 54.2, 13.2999, 27.6, 19.5, 0
1993.625, 7194, 1005.4, 24, 56.1, 59.1999, 28.3, 21.2, 0
1993.7083, 7190, 1008.8, 23.6, 58.9, 100.59989, 24.5, 17.7, 0
1993.7917, 7183, 1013.2, 22.4, 61.9, 135.9999, 22.4, 16.6, 9.7
1993.875, NaN, 1014.6, 20, 64.1, 63.4, 15.3, 11.8, 162.7
1993.9583, NaN, 1015.6, 17.6, 74.2, 69.9999, 14.2, 12.2, 87.2
1994.0417, NaN, 1011.4, 15.2, 75.4, 42.4999, 12.7, 11.3, 132.2
1994.125, NaN, 1012.4, 14.9, 70.9, 11.5, 11.6, 9.7, 156.6
1994.2083, 7155, 1012.5, 15.6, 57.7, -61.4, 13.5, 8.9, 50.5
1994.2917, 7107, 1008.7, 17.3, 57.4, -13.5, 18.1, 11.6, 17.5
1994.375, 7029, 1008.7, 19.7, 57.9, 31.7, 21.6, 14.8, 40.4
1994.4583, NaN, 1007.5, 22.4, 49.3, 47.3, 25.4, 15.7, 12.1
1994.5417, NaN, 1002.7, 23.4, 55.9, 36.5, 27.7, 20.4, 0
1994.625, 6990, 1004.5, 23.9, 51.2, 78.39989, 28.9, 20.2, 0
1994.7083, 7105, 1008.4, 22.9, 63.2, 116.3999, 27, 22.1, 0
1994.7917, 7141, 1010.7, 23.1, 74.2, 132.29989, 22.5, 19.9, 154.6
1994.875, 7103, 1011.6, 20.9, 66.5, 142.1999, 14.7, 11.7, 150.8
1994.9583, 7009, 1017.2, 17.6, 70.5, 85.19989, 11.4, 9.9, 170.6
1995.0417, 6978, 1013.6, 14.9, 75.3, 55.7999, 12.2, 10.9, 148.9
1995.125, 6976, 1013.7, 14.6, 73.3, 26.7999, 13, 11.1, 23.5
1995.2083, NaN, 1010.8, 15.2, 70.8, -32.9, 13.4, 11, 103.1
1995.2917, 6920, 1010.1, 16.3, 65.9, -15.4, 15.4, 11.6, 14.3
1995.375, 6934, 1009.3, 16.9, 62.7, 5.8999, 20.5, 15.1, 16.6
1995.4583, 6961, 1006.6, 20.1, 59.2, 22.2, 26.3, 20.1, 0
1995.5417, 7057, 1002.3, 22.7, 51.7, 38.7999, 28.8, 20, 0
1995.625, 7043, 1004.8, 22.9, 60.9, 66.2, 27.1, 21.5, 0
1995.7083, 7038, 1008.5, 21, 66.6, 117.59989, 24.4, 20.2, 0.3
1995.7917, 6962, 1012.8, 18.7, 63, 82.69989, 18.9, 13.4, 12.4
1995.875, 7023, 1012.6, 16.1, 68.1, 143.1999, 13.1, 11, 70.1
1995.9583, 7034, 1015.4, 13.4, 73.5, 147.39989, 13.6, 11.8, 96
1996.0417, 7057, 1010.8, 13.5, 70.4, 145.3999, 10.6, 9.1, 190.8
1996.125, 7011, 1008.8, 13.7, 70.9, 47.1, 12.2, 10.2, 215.1
1996.2083, 6968, 1008.3, 14.9, 65.3, -2.2, 11.3, 8.8, 118.5
1996.2917, 6944, 1010.3, 16.5, 61.9, -3.5, 15, 10.4, 33.7
1996.375, 7024, 1008.2, 17.5, 63.8, 62, 22.1, 16.6, 2.2
1996.4583, 6915, 1007.5, 20.9, 47.7, -1.7, 26.3, 16.2, 0
1996.5417, 6970, 1004.6, 23.7, 53.2, 32.4, 28.3, 19.9, 0
1996.625, 7000, 1005.1, 25.4, 58.5, 77.19989, 28, 21.6, 0
1996.7083, 6983, 1008.3, 22.8, 63.7, 114.99989, 23.6, 18.2, 22
1996.7917, 6983, 1012.6, 20.3, 64.7, 132.69989, 18.7, 14, 87.9
1996.875, 7071, 1015.5, 17.7, 68.7, 174.2999, 17, 13.2, 52.4
1996.9583, 7067, 1011.3, 16.6, 71.9, 202.39989, 14.6, 12, 233.2
1997.0417, 6920, 1016.2, 16.2, 64.1, 144.69989, 12.8, 9.8, 52.5
1997.125, 6741, 1017.7, 15.4, 65.4, 13.9999, 10.6, 8.7, 46.4
1997.2083, 6883, 1012.2, 14.4, 59.8, -27.0001, 12.1, 8.5, 68.5
1997.2917, 6881, 1010.2, 14.4, 67.5, -54.7001, 12.8, 10.2, 114.4
1997.375, 6978, 1009.9, 16.9, 70.6, 30.2999, 20.6, 17.1, 8.2
1997.4583, 7005, 1005.7, 18.9, 63, 54.6999, 25.8, 20.6, 0.1
1997.5417, 7009, 1005.8, 20.5, 60.2, 53.5999, 28.3, 22.7, 0
1997.625, 7045, 1006.2, 21, 67.8, 82.89989, 26.4, 23.1, 0
1997.7083, 6993, 1009.9, 20.2, 62.8, 99.29989, 23.4, 17.8, 0
1997.7917, 7050, 1010.9, 21.1, 71.7, 110.19989, 19.5, 16.6, 27.2
1997.875, 7106, 1012.2, 19.9, 76.8, 199.2999, 17, 14.7, 147.4
1997.9583, 7104, 1012.1, 18.5, 76.8, 174.6999, 13.4, 12.2, 165.9
1998.0417, 7021, 1014.5, 16.5, 69.9, 84.2999, 11.7, 9.8, 63.8
1998.125, NaN, 1015.8, 16.1, 65.6, 69.69989, 12.8, 9.8, 53
1998.2083, NaN, 1010.3, 16.3, 66.7, -10.3001, 11.2, 9, 157.5
1998.2917, NaN, 1010.2, 17.5, 70.9, 44.2, 17.2, 13.6, 25.4
1998.375, NaN, 1008.8, 18.6, 68.3, 33.9, 20.2, 15.8, 55.2
1998.4583, NaN, 1008.4, 20.8, 51.1, 63.5999, 26.3, 17.1, 1.8
1998.5417, NaN, 1003, 22.8, 53.6, 75.29989, 28.5, 20.2, 0
1998.625, NaN, 1004.6, 24.1, 58.2, 125.4999, 29.6, 23, 0
1998.7083, NaN, 1007.9, 23.9, 61.2, 154.39989, 24.8, 18.7, 6.7
1998.7917, NaN, 1012.6, 22.4, 66.7, 178.49989, 21.3, 16.6, 54.6
1998.875, NaN, 1011.6, 20.5, 77.3, 186.09989, 16.9, 15.1, 162.6
1998.9583, 7103, 1014.7, 18.5, 77.8, 155.69989, 12.2, 11.2, 275.4
1999.0417, 7057, 1013.2, 17.5, 73.5, 101.6999, 12.5, 10.9, 110.1
1999.125, 7054, 1011.9, 16.2, 71.6, 83.99989, 11.6, 9.9, 196.6
1999.2083, 7037, 1010.3, 17, 67.4, 70.9999, 13.8, 10.5, 127
1999.2917, 7016, 1012.5, 17.2, 74.6, 68.4, 16.9, 14, 54.6
1999.375, 7019, 1010.6, 18.8, 67.5, 83.1999, 21.8, 17.7, 0.1
1999.4583, 7029, 1007.2, 21.8, 60.9, 70.19989, 26.5, 21.1, 0
1999.5417, 7110, 1003.3, 23.2, 64.1, 96.19989, 28.4, 24.6, 0
1999.625, NaN, 1004.7, 24.5, 64.7, 161.9999, 28.7, 25.2, 0
1999.7083, NaN, 1008.1, 23.8, 70, 173.69989, 24.8, 21.8, 1.1
1999.7917, 7093, 1012.1, 22.3, 70.1, 183.5999, 21.9, 18.2, 13.2
1999.875, 7044, 1015.6, 19.7, 70.3, 150.4999, 16.9, 13.9, 12.2
1999.9583, 7015, 1015.3, 17.7, 79.9, 142.1999, 15.1, 13.6, 76.5
2000.0417, 6988, 1014.3, 16.6, 66, 58.7999, 8.5, 7.6, 70
2000.125, 6964, 1016.1, 16.2, 71.5, 46.4999, 10.9, 9.4, 79.4
2000.2083, 6909, 1014.9, 16.1, 71.4, 16.3999, 12.1, 10, 62.8
2000.2917, 7080, 1007.3, 16.2, 77.7, 87.6999, 17.2, 15.1, 43.1
2000.375, 6992, 1009.9, 17.9, 68, 45, 21.8, 17, 1.6
2000.4583, 6980, 1007.7, 20.9, 60.5, 5.1999, 26.8, 19.8, 2
2000.5417, 7078, 1004, 22.6, 60.5, 63.4999, 28.9, 22.2, 0
2000.625, 7060, 1005.5, 24.6, 59.4, 51.8, 28.6, 21.5, 0
2000.7083, 7081, 1008.3, 24.1, 63.5, 99.7999, 25, 19.3, 0
2000.7917, 7056, 1012.8, 22.9, 67.8, 127.3999, 20.1, 15.3, 49.4
2000.875, 7071, 1014.2, 20.7, 74.1, 168.49989, 17.9, 14.7, 83.4
2000.9583, NaN, 1014.1, 18.4, 75.5, 165.0999, 13.3, 11.8, 66.5
2001.0417, NaN, 1015.8, 16.3, 79.5, 169.4999, 13.2, 12.1, 54
2001.125, 6994, 1012.3, 15.7, 78.9, 63.9, 12.2, 11.2, 111.3
2001.2083, 7066, 1010.6, 16.4, 73.6, 111.5999, 16.9, 13.5, 0.3
2001.2917, 6965, 1009, 17.6, 76.2, 6.7, 16.8, 14.4, 81.2
2001.375, 7026, 1008.6, 18.3, 67.1, 57.9999, 21.7, 16.8, 0.9
2001.4583, 7005, 1007.4, 19.1, 62.4, 29.3999, 25.1, 18.8, 0
2001.5417, 7087, 1003.5, 21.5, 56, 74.6999, 29.6, 21.7, 0
2001.625, 7110, 1004.8, 25.7, 64.5, 124.9999, 29.2, 24.4, 0
2001.7083, 7124, 1008.5, 25.5, 63.8, 162.9999, 25.6, 19.8, 18.1
2001.7917, 7070, 1012.3, 23.3, 65.3, 174.2999, 21.3, 16, 2.9
2001.875, 7058, 1013.1, 20.2, 68.2, 159.3999, 15.6, 12.5, 223.4
2001.9583, 7078, 1010.3, 17.6, 73.3, 115.4999, 11.2, 10, 189.1
2002.0417, 7003, 1018.3, 15.7, 68.5, 97.19989, 10, 8.6, 121.2
2002.125, 7004, 1015.2, 16.6, 71.6, 87.6999, 14.1, 11.5, 34.7
2002.2083, 7034, 1010.4, 18.1, 71.3, 67, 14.8, 11.7, 64.3
2002.2917, 7058, 1008.9, 17.8, 72.1, 65.3999, 16.3, 13, 61.9
2002.375, 7001, 1009.2, 19.6, 67, 22.7, 21.2, 16.3, 0
2002.4583, 7027, 1007.8, 22.1, 59.3, 64.2, 26.2, 19.3, 4.2
2002.5417, 7062, 1005.3, 23.4, 61.3, 88.59989, 28.9, 23.2, 2.3
2002.625, 7100, 1005.6, 23.4, 62.3, 137.7999, 28.6, 23, 0
2002.7083, 7139, 1009.7, 23.2, 72.8, 185.09989, 24.2, 21, 47.3
2002.7917, 7080, 1012, 22.5, 73.4, 175.09989, 20.2, 16.8, 79.7
2002.875, 7123, 1014.1, 20.9, 70.7, 195.29989, 17.1, 13.5, 125.1
2002.9583, 7137, 1013.5, 18.1, 66.4, 198.2999, 11.5, 9.2, 306.8
2003.0417, 7119, 1012.2, 16.4, 70.8, 175.39989, 13.9, 11.3, 140
2003.125, 7033, 1010.6, 15.6, 60.1, 63.4, 8.5, 6.6, 165.4
2003.2083, 6955, 1012.2, 15.6, 57.8, 4, 11.6, 7.7, 95.5
2003.2917, 6996, 1009.4, 16.8, 67.4, 17, 15.1, 11.2, 60.2
2003.375, 6993, 1009.2, 19.3, 65.3, 26.2, 21.9, 16.2, 42.8
2003.4583, 7039, 1006.3, 21.5, 48.6, 42.5999, 27, 16, 5.8
2003.5417, 7100, 1004.1, 22.6, 41.5, 104.7999, 29.2, 15.5, 0
2003.625, 7145, 1005.2, 23.8, 47.5, 142.39989, 29.3, 18, 0
2003.7083, 7093, 1010.1, 23.4, 51.1, 151.8999, 24.6, 14.9, 0
2003.7917, 7106, 1011.3, 21.5, 57, 181.59989, 21.5, 14, 27.5
2003.875, 7071, 1015.8, 20.1, 67.5, 183.0999, 16.5, 11.6, 80.9
2003.9583, 7086, 1013.4, 18.1, 72.6, 162.69989, 12.6, 10, 202
2004.0417, 7176, 1006.9, 15.7, 65.5, 183.0999, 10.1, 8.2, 321.6
2004.125, 7037, 1014.8, 14, 56.5, 126.39989, 11.1, 7.6, 37.1
2004.2083, 6962, 1016.5, 16.5, 48.9, 75.59989, 14.2, 7.4, 2.6
2004.2917, 6994, 1010.6, 17.6, 56.4, 34.3, 16.8, 10.1, 36.4
2004.375, 7064, 1009.1, NaN, 54.5, 77.39989, 20.3, 11.9, 1.6
2004.4583, 7018, 1009.3, 21.1, 50, 52.2999, 25.8, 14.7, 0.1
2004.5417, 7074, 1005.5, 23.2, 44.8, 85.6999, 28.9, 15.3, 0
2004.625, 7142, 1006.2, 24.1, 44.8, 133.59989, 28.1, 15.3, 0
2004.7083, 7109, 1010, 24.2, 50.1, 145.49989, 25.2, 14.5, 29.6
2004.7917, 7112, 1012.8, 24.2, 57.3, 179.89989, 22.1, 13.9, 0
2004.875, 7098, 1013.2, 22, 60, 193.49989, 16.2, 11.7, 118.2
2004.9583, 7023, 1016.2, NaN, 59, 118.09989, 13, 9.1, 178.9
2005.0417, 7003, 1011.6, 16.6, 58.3, 88.9999, 11.8, 8.1, 143.8
2005.125, 6990, 1011.2, 15.3, 53, 91.59989, 10.4, 7, 163
2005.2083, 7010, 1012.9, 15.8, 55.6, 73.4999, 13.6, 8.5, 75.1
2005.2917, 7000, 1012.1, 16.8, 53, 58.6999, 16.2, 9.1, 27.1
2005.375, 7005, 1011.2, 18.5, 57.4, 63.4, 21.1, 13.2, 12.3
2005.4583, 7041, 1008, 20.5, 45.4, 77.89989, 25, 12.4, 0.1
2005.5417, 7097, 1005, 23.4, 45.5, 101.09989, 28.7, 15.2, 0
2005.625, 7151, 1005, 24.3, 48.4, 146.79989, 28.5, 16.3, 1.8
2005.7083, 7101, 1009.4, 23, 45.8, 148.7999, 25, 12.6, 13.1
2005.7917, 7021, 1014.3, 21.9, 52, 128.59989, 19.4, 10.6, 50.8
2005.875, 7006, 1015.2, 18.4, 55.2, 132.79989, 14.6, 8.3, 109
2005.9583, 7032, 1014.4, 17.1, 57.5, 134.19989, 13.2, 8.6, 70.5
2006.0417, 6969, 1014.6, 16.4, 49.6, 50.5, 10.1, 5.7, 69.7
2006.125, 6994, 1010.4, 15.6, 57.7, 50.9999, 11.6, 7.3, 86
2006.2083, 7073, 1009.1, 15.7, 61.1, 116.49989, 13.2, 8.4, 143.3
2006.2917, 7011, 1008.3, 16.6, 54.2, 81.8999, 17.6, 9.5, 26.3
2006.375, 6963, 1010.5, 18.2, 50.8, 27.3, 21, 10.8, 1.2
2006.4583, 6989, 1008.6, 20.7, 41.4, 66.2, 26.1, 10.9, 0
2006.5417, 7069, 1004.3, 23.3, 41.6, 82.5999, 27.8, 12.4, 0
2006.625, 7146, 1003.9, 24.8, 46.4, 144.69989, 29, 15.4, 0
2006.7083, 7107, 1008.5, 23.3, 47.8, 175.49989, 25.1, 13.5, 14
2006.7917, 7137, 1009.2, 21.4, 55.8, 173.0999, 21.2, 12.3, 32.7
2006.875, 7083, 1015.6, 19.4, 57.5, 193.1999, 15.1, 8.9, 77.7
2006.9583, 6912, 1020.2, 17.4, 56, 61.3999, 12.5, 7.7, 50.4
2007.0417, 6923, 1018.9, 15, 64.1, 67.0999, 12.5, 9.6, 31
2007.125, 6997, 1011, 14.1, 72.2, 59.6, 12.1, 10, 112.8
2007.2083, 6946, 1011.8, 14.6, 63.1, 30.8999, 14.8, 10.3, 8
2007.2917, 6898, 1011.2, 15.1, 49.9, -6.1, 17.7, 9.3, 2.8
2007.375, 6989, 1007.6, 18, 64.4, 29.3999, 21.5, 15.7, 22.1
2007.4583, 7040, 1005.8, 20.5, 50.5, 78.0999, 27.5, 16.9, 7.2
2007.5417, 7092, 1003.3, 24, 47.5, 94.2999, 29.8, 18.3, 0
2007.625, 7122, 1003.6, 25.4, 48.9, 119.8999, 29.9, 18.9, 0
2007.7083, 7075, 1008.6, 24.6, 50.3, 123.99989, 25.7, 15.9, 0
2007.7917, 7080, 1012.9, 22.1, 66.9, 147.5999, 21.5, 16.9, 87.4
2007.875, 7042, 1014, 19.5, 69.2, 132.79989, 16.7, 12.7, 102.7
2007.9583, 7050, 1015.5, 16.8, 69.8, 100.59989, 12.4, 10.1, 200.2
2008.0417, 6994, 1018, 15.5, 60, 103.1999, 11, 8, 101.2
2008.125, 6855, 1019.3, 14.5, 63.8, -6, 11.4, 8.7, 53.9
2008.2083, 6983, 1009.1, 15.8, 67.4, 37.4999, 15.9, 12, 46.5
2008.2917, 7050, 1010.4, 16.7, 66.1, 97.39989, 17.6, 12.9, 77.4
2008.375, 6987, 1010.1, 18.5, 51.8, 67.3, 21.7, 12.9, 17.9
2008.4583, 7027, 1006.9, 20.7, 48.3, 73.7999, 27.3, 16.5, 0
2008.5417, 7055, 1003.8, 24.4, 42.8, 87.9999, 29.5, 16.7, 0
2008.625, 7121, 1003.1, 25.8, 53.2, 126.89989, 29.4, 20.9, 0
2008.7083, 7112, 1007.7, 25.2, 59, 153.99989, 25.1, 18.3, 42
2008.7917, 7011, 1014.3, 21.3, 61.2, 137.3999, 20.9, 14.9, 38.6
2008.875, 7110, 1015, 19.1, 68.9, 158.29989, 18.2, 14.3, 59.3
2008.9583, 7044, 1016.1, 17.5, 65.8, 186.99989, 14, 11, 92.2
2009.0417, 7008, 1013.8, 15.7, 71.5, 84.5999, 13.2, 10.9, 192.3
2009.125, 7119, 1008.7, 14.7, 74.8, 140.4999, 11.5, 10.3, 258.2
2009.2083, NaN, 1010.9, 14.6, 61.2, 50.2999, 13.6, 9.5, 60.9
2009.2917, NaN, 1010.9, 16, 65.7, 29.1999, 17.4, 12.7, 42.6
2009.375, NaN, 1010.7, 17.3, 58.1, 25.3999, 21.4, 14.1, 47.8
2009.4583, 7103, 1007.9, 20.7, 51.6, 117.6999, 26.7, 17, 0.4
2009.5417, 7093, 1004.8, 23.9, 44.5, 103.4999, 30.1, 18.1, 0
2009.625, 7114, 1005.9, 25.2, 50.7, 114.1999, 28.6, 19, 0
2009.7083, 7116, 1009.3, 23.7, 54.7, 139.9999, 25.2, 16.9, 62.9
2009.7917, 7282, 1010.9, 22.5, 63.6, 185.8999, 22.6, 17, 32.6
2009.875, NaN, 1013.8, 19.5, 66.9, 216.39989, 17.2, 13, 82.6
2009.9583, NaN, 1009.6, 17.8, 72.8, 270.19989, 15.2, 12.5, 374.8
2010.0417, NaN, 1011.6, 16.4, 71.3, 253.4999, 13.5, 10.9, 208.1
2010.125, NaN, 1008.1, 15.1, 68.7, 193.89989, 14.8, 12.6, 151.6
2010.2083, 7056, 1013.1, 16, 60, 126.69989, 16.4, 10.9, 13
2010.2917, 6991, 1011.1, 16.7, 57.4, 37.9, 19.2, 12.9, 12
2010.375, 7045, 1008.7, 18.6, 56.9, 89.0999, 22.4, 14.8, 30.3
2010.4583, 7145, 1006, 21.2, 56.1, 132.29989, 26.2, 18.3, 13.7
2010.5417, 7117, 1004.4, 23.7, 51.3, 107.5999, 29.7, 20.4, 0
2010.625, 7170, 1004.3, 26.2, 54.5, 167.2999, 30.8, 23.3, 0
2010.7083, 7171, 1008.5, 25.4, 54.6, 198.69989, 27, 18.6, 1.3
2010.7917, 7155, 1011.3, 22, 60.1, 222.9999, 21.1, 14.9, 51
2010.875, 7169, 1014, 20.1, 69.2, 255.19989, 19.6, 15.5, 37.6
2010.9583, 7229, 1011.3, 18.2, 70.8, 277.5999, 15.4, 12.6, 114.6
2011.0417, 7103, 1014.1, 16.8, 68, 200.49989, 11.8, 9.5, 228.9
2011.125, 7085, 1010.3, 15.6, 68.9, 112.8999, 12.8, 10.2, 184.3
2011.2083, 6971, 1016.1, 16.2, 65.1, 88.49989, 13.6, 10.2, 11.8
2011.2917, 6999, 1008.3, 17, 63.2, 36.5999, 16.6, 11.8, 14.7
2011.375, 7046, 1009.9, 17.6, 62.4, 73.89989, 20.6, 14.7, 12.8
2011.4583, 7088, 1007, 20.8, 51.1, 124.49989, 26.3, 16.9, 0
2011.5417, 7140, 1004.1, 23.6, 48.9, 145.2999, 29.6, 19.2, 0
